epoch,train_loss,train_mIoU,train_f1,train_recall,train_precision,valid_loss,valid_mIoU,valid_f1,valid_recall,valid_precision
1,1.546569329661292,0.306748316926266,0.42986521741547135,0.6173578437819305,0.43202728674041513,1.5094772696495056,0.3513403498737716,0.4824828211634181,0.5679337379730435,0.5418919498647333
2,1.5093897774412826,0.37459575245610915,0.5031724021773968,0.6584270080511616,0.5239615544829579,1.4876222014427185,0.40439625029949705,0.543812962794086,0.7607833975522237,0.5000486390100778
3,1.4880448354257119,0.4129769371440736,0.5408130763814383,0.6826573903186463,0.5650405975803732,1.474356436729431,0.44645303014971505,0.5806814407131645,0.7599363815308575,0.5697362225353959
4,1.47221480189143,0.43966299472945136,0.5577661954853558,0.6652741478464352,0.6340242230868633,1.4567996859550476,0.43542678443476956,0.5429250566649292,0.5688781637014199,0.7601118498414563
5,1.46056714573422,0.44982080511780453,0.5659722887220181,0.6373784755629699,0.6656307057593577,1.4647118687629699,0.43302865758378023,0.55911146515277,0.761648975318165,0.5335857435277289
6,1.4464116869746029,0.47186393736741133,0.5850978621558338,0.652324982182552,0.6929922209656961,1.432346224784851,0.4897762939338987,0.6096130230529508,0.7001667276471387,0.6744339963264836
7,1.4369960137315698,0.5050849873490693,0.617438590476597,0.678323307634838,0.7160200159036766,1.4314838528633118,0.5112342733562811,0.627412705687466,0.7492969611689454,0.6713312611799785
8,1.4253828718855575,0.5340051917064762,0.6399353273344522,0.6955121486722501,0.7446253621886406,1.412526512145996,0.5151143147702,0.6132380416366899,0.6237887195806223,0.8162822701172004
9,1.4163509881174243,0.5656690051006913,0.6723750527388074,0.7316240550007689,0.753790534626292,1.41203773021698,0.4582637444793618,0.5407599268185618,0.49922434132272375,0.8795791606367146
10,1.405427243258502,0.6054480382884366,0.7110764150244897,0.7630833035305202,0.7694447481850483,1.4069222927093505,0.5623552737133825,0.682795378101541,0.7757064220604495,0.705586019405112
11,1.4035664845157314,0.5959652739024454,0.7027960632571274,0.7620433774319284,0.7681414267255361,1.402410101890564,0.567083939639368,0.672366332302906,0.6921955095594237,0.8057666566674669
12,1.398866640554892,0.6218460615605881,0.7249246449514175,0.7779313129887224,0.7806494874448593,1.3918439984321593,0.6251836073824432,0.7334679906759207,0.852526940941717,0.7252680543863561
13,1.3927364719880593,0.6411433894792059,0.7377078907849386,0.7818767136214352,0.8002086811640481,1.3865967035293578,0.6092579325607923,0.7168397839803469,0.7912846111390365,0.7422281608739646
14,1.3918549821183488,0.6463422638363456,0.749428966536918,0.8045420806523313,0.7980065083806697,1.3834762215614318,0.6310549513391759,0.7381946089765802,0.8336451677286985,0.7400007563864023
15,1.3811083226590544,0.6688096560951213,0.7658770043980623,0.8120913314474734,0.8162068694735527,1.3777130484580993,0.633523958596441,0.7286410748640774,0.7556815932523955,0.8456379785917679
16,1.379782414114153,0.6771038148066721,0.7736487837606194,0.826516058391977,0.8154481286808658,1.3793582677841187,0.6247811140797996,0.735931572440138,0.8400655143894807,0.73809841354196
17,1.3755009754284009,0.6849707130562066,0.7807659805248673,0.8262551305701449,0.8241929875608384,1.3728159308433532,0.6502363737637544,0.7467747620454016,0.7976104883344286,0.8100969233613634
18,1.3777205654092737,0.6862336632071979,0.778589620210432,0.8334899540041449,0.8176877494230421,1.3736403346061707,0.6389724697148373,0.7300475442697534,0.760603162192196,0.8380174407555769
19,1.3723403118752144,0.6975212172176022,0.7879229575678564,0.8259687344621993,0.8319168539550141,1.3693425059318542,0.6851659538783917,0.7790437450384822,0.8016939168353462,0.838004658856784
20,1.3717415590544004,0.6998254427859967,0.7886999211137775,0.8383285474970503,0.8276628982224127,1.3673770427703857,0.6804040393447103,0.7641869336195105,0.7602186674623588,0.8769650256200056
21,1.3670357949024923,0.7172974473354023,0.8047197440895482,0.8386414916724519,0.8492177787609562,1.3616104125976562,0.7052990716050853,0.7922676824678236,0.8004663381984134,0.8673463193598927
22,1.3662395477294922,0.7213494456542668,0.8069812244373913,0.8441445588066098,0.8476090945769348,1.3626895427703858,0.6991135251312436,0.7912095866380574,0.8134003819680077,0.8571574903096593
23,1.3694635887403745,0.7156462637994458,0.8027444832154188,0.8447221408752051,0.8413207251958166,1.3734426140785216,0.6470286108362765,0.7276802381478118,0.7064897561771462,0.9001604808981784
24,1.3650403924890466,0.7206685450879406,0.8065404790357841,0.8389337907938764,0.8508936352099958,1.3662053108215333,0.6636701197221767,0.7656625746927241,0.8867372953923202,0.7500651806430987
